Date,Open,High,Low,Close,Adj Close,Volume,Close/Open difference...
2020-12-01,214.509995,217.320007,213.350006,216.210007,214.412735,30904500,0.007925094585918883
2020-12-02,214.880005,215.470001,212.800003,215.369995,213.579712,23724500,0.002280295926091297
2020-12-03,214.610001,216.380005,213.649994,214.240005,212.459106,25120900,-0.0017240389463490783
2020-12-04,214.220001,215.380005,213.179993,214.360001,212.578094,24666000,0.0006535337472994167
2020-12-07,214.369995,215.539993,212.990005,214.289993,212.508682,24620000,-0.0003731958849930422
2020-12-08,213.970001,216.949997,212.889999,216.009995,214.214386,23284100,0.009534018743122813
2020-12-09,215.160004,215.229996,211.210007,211.800003,210.039383,32440600,-0.015616289912320242
2020-12-10,211.770004,213.080002,210.360001,210.520004,208.770035,26733300,-0.0059026301005311406
2020-12-11,210.050003,213.320007,209.110001,213.259995,211.487244,30979400,0.015282037391829982
2020-12-14,213.100006,216.210007,212.880005,214.199997,212.419434,28798400,0.005161853444527771
2020-12-15,215.169998,215.419998,212.240005,214.130005,212.350021,27000600,-0.004833355066536652
2020-12-16,214.750000,220.110001,214.720001,219.279999,217.457199,35023300,0.02109429103608849
2020-12-17,219.869995,220.889999,217.919998,219.419998,217.596039,32515800,-0.0020466503398974298
2020-12-18,218.589996,219.690002,216.020004,218.589996,216.772934,63354900,0.0
2020-12-21,217.550003,224.000000,217.279999,222.589996,220.739685,37181900,0.023167055529757955
2020-12-22,222.690002,225.630005,221.850006,223.940002,222.078491,22612200,0.00561318419674719
2020-12-23,223.110001,223.559998,220.800003,221.020004,219.182755,18699600,-0.009367563043487284
2020-12-24,221.419998,223.610001,221.199997,222.750000,220.898376,10550600,0.006006693216572098
2020-12-28,224.449997,226.029999,223.020004,224.960007,223.089996,17933500,0.0022722655683528217
2020-12-29,226.309998,227.179993,223.580002,224.149994,222.286713,17403200,-0.009544447965573376
2020-12-30,225.229996,225.630005,221.470001,221.679993,219.837250,20272300,-0.015761679452323055
2020-12-31,221.699997,223.000000,219.679993,222.419998,220.571106,20942100,0.003247636489593621
2021-01-04,222.529999,223.000000,214.809998,217.690002,215.880417,37130100,-0.021749863037567402
2021-01-05,217.259995,218.520004,215.699997,217.899994,216.088684,23823000,0.0029457747156810387
2021-01-06,212.169998,216.490005,211.940002,212.250000,210.485641,35930700,0.00037706556418974684
